#tags: CSCI50.01 CSCI50.01-Module5
#tags column: 3
#deck: "CSCI 50.01 Module 5"
#separator: comma
"comparch: opcode stands for?","operational code","computer-architecture operations"
"comparch,opcode: is part of every (...)","instruction","computer-architecture operations"
"comparch,opcode: tells the hardware (...)","what operation needs to be performed with an instruction","computer-architecture operations"
"comparch: the seven opcode categories?","(1) data transfer, (2) arithmetic, (3) logical, (4) conversion, (5) I/O, (6) system control, and (7) transfer of control","computer-architecture operations"
"comparch: most fundamental type of instruction?","data transfer","computer-architecture operations"
"comparch: simplest type of instruction in terms of processor action?","data transfer","computer-architecture operations"
"opcode,datatr: the two operands of a data transfer instruction?","source and destination","computer-architecture operations data-transfer"
"opcode,datatr: instruction must specify?","(1) location of each operand, (2) length of data to be transferred, and (3) mode of addressing for each operand","computer-architecture operations data-transfer"
"opcode,datatr: if both operands are registers?","processor copies data from one register to another","computer-architecture operations data-transfer"
"opcode,datatr: if one/both operands are in memory?","(1) calculate memory address, (2) translate from virtual to real memory address, (3) determine if addressed item is in cache","computer-architecture operations data-transfer"
"opcode,arth: execution of instruction may involve?","data transfer operations, and delivery of output to a destination","computer-architecture operations arithmetic"
"opcode,arth: single-operand instructions?","absolute, negate, increment decrement","computer-architecture operations arithmetic"
"opcode,arth: absolute does what?","take the absolute value of the operand","computer-architecture operations arithmetic"
"opcode,arth: negate does what?","negate the operand","computer-architecture operations arithmetic"
"opcode,arth: increment does what?","add 1 to the operand","computer-architecture operations arithmetic"
"opcode,arth: decrement does what?","subtract 1 from the operand","computer-architecture operations arithmetic"
"opcode,log: definition of bit twiddling","manipulating individual bits of a word or other addressable units","computer-architecture operations logical"
"opcode,log: (logical) bit shifting does what?","shift bits of a word left or right (bit shifted out is lost, bit shifted in is 0 or 1)","computer-architecture operations logical"
"opcode,log: bit shifting is useful primarily for?","isolating fields within a word","computer-architecture operations logical"
"opcode,log: arithmetic shift treats the data as a (...)","signed integer","computer-architecture operations logical"
"opcode,log: arithmetic shift does not shift the (...) bit","sign","computer-architecture operations logical"
"opcode,log: arithmetic shift can speed up (...)","certain arithmetic operations","computer-architecture operations logical"
"opcode,log: right arithmetic shift does what?","sign bit is replicated into the bit position to its right","computer-architecture operations logical"
"opcode,log: left arithmetic shift does what?","logical left shift is performed on all bits except the sign bit, which is retained","computer-architecture operations logical"
"opcode,log: logical rotate is also known as (...)","cyclic shift","computer-architecture operations logical"
"opcode,log: logical rotate perserves?","all of the bits being operated on","computer-architecture operations logical"
"comparch: each instruction has a (...) opcode","different","computer-architecture operations"
"comparch: different instructions can have (...) steps","similar","computer-architecture operations"
"comparch: “Move” is in what category of opcode?","data transfer","computer-architecture operations data-transfer"
"comparch: “Store” is in what category of opcode?","data transfer","computer-architecture operations data-transfer"
"comparch: “Load” is in what category of opcode?","data transfer","computer-architecture operations data-transfer"
"comparch: “Exchange” is in what category of opcode?","data transfer","computer-architecture operations data-transfer"
"comparch: “Clear” is in what category of opcode?","data transfer","computer-architecture operations data-transfer"
"comparch: “Set” is in what category of opcode?","data transfer","computer-architecture operations data-transfer"
"comparch: “Push” is in what category of opcode?","data transfer","computer-architecture operations data-transfer"
"comparch: “Pop” is in what category of opcode?","data transfer","computer-architecture operations data-transfer"
"comparch: “Add” is in what category of opcode?","arithmetic","computer-architecture operations arithmetic"
"comparch: “Subtract” is in what category of opcode?","arithmetic","computer-architecture operations arithmetic"
"comparch: “Multiply” is in what category of opcode?","arithmetic","computer-architecture operations arithmetic"
"comparch: “Divide” is in what category of opcode?","arithmetic","computer-architecture operations arithmetic"
"comparch: “Absolute” is in what category of opcode?","arithmetic","computer-architecture operations arithmetic"
"comparch: “Negate” is in what category of opcode?","arithmetic","computer-architecture operations arithmetic"
"comparch: “Increment” is in what category of opcode?","arithmetic","computer-architecture operations arithmetic"
"comparch: “Decrement” is in what category of opcode?","arithmetic","computer-architecture operations arithmetic"
"comparch: “AND” is in what category of opcode?","logical","computer-architecture operations logical"
"comparch: “OR” is in what category of opcode?","logical","computer-architecture operations logical"
"comparch: “NOT” is in what category of opcode?","logical","computer-architecture operations logical"
"comparch: “Exclusive-OR” is in what category of opcode?","logical","computer-architecture operations logical"
"comparch: “Test” is in what category of opcode?","logical","computer-architecture operations logical"
"comparch: “Compare” is in what category of opcode?","logical","computer-architecture operations logical"
"comparch: “Set” is in what category of opcode?","logical","computer-architecture operations logical"
"comparch: “Shift” is in what category of opcode?","logical","computer-architecture operations logical"
"comparch: “Rotate” is in what category of opcode?","logical","computer-architecture operations logical"
"comparch: “Translate” is in what category of opcode?","conversion","computer-architecture operations conversion"
"comparch: “Convert” is in what category of opcode?","conversion","computer-architecture operations conversion"
"comparch: “Input” is in what category of opcode?","input/output or I/O","computer-architecture operations I/O"
"comparch: “Output” is in what category of opcode?","input/output or I/O","computer-architecture operations I/O"
"comparch: “Start I/O” is in what category of opcode?","input/output or I/O","computer-architecture operations I/O"
